id,name,interaction,smile,target,enzyme,carrier,transporter
DB07455,,,"N-[(2R)-2-{4'-[(2R)-1-methanesulfonamidopropan-2-yl]-[1,1'-biphenyl]-4-yl}propyl]methanesulfonamide",,,,
DB07456,,,"3-(1H-indol-3-yl)-4-(1-{2-[(2R)-1-methylpyrrolidin-2-yl]ethyl}-1H-indol-3-yl)-2,5-dihydro-1H-pyrrole-2,5-dione",,,,
DB07457,,,"3-[1-(3-aminopropyl)-1H-indol-3-yl]-4-(1H-indol-3-yl)-2,5-dihydro-1H-pyrrole-2,5-dione",,,,
DB07458,,,5-hydroxy-4-(1H-indol-3-yl)-3-(1-{2-[(2S)-1-methylpyrrolidin-2-yl]ethyl}-1H-indol-3-yl)-2H-pyrrol-2-one,,,,
DB07459,,,4-phenoxy-N-[(pyridin-2-yl)methyl]benzamide,,,,
DB07460,,,2-[(5-chloro-2-{[2-methoxy-4-(morpholin-4-yl)phenyl]amino}pyrimidin-4-yl)amino]-N-methylbenzamide,,,,
DB07461,,,"(1S,7S)-7-amino-7-benzyl-8-oxo-hexahydro-1H-pyrazolo[1,2-a]pyridazine-1-carbaldehyde",,,,
DB07462,,,"4-benzoyl-3-nitrobenzene-1,2-diol",,,,
DB07463,,,"(3R,4S)-1-({4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl}methyl)-4-[(butylsulfanyl)methyl]pyrrolidin-3-ol",,,,
DB07464,,,3-[(2R)-2-(dihydroxyboranyl)-2-acetamidoethyl]-2-hydroxybenzoic acid,,,,
DB07465,,,"(1S,3S,5S)-2-[(2S)-2-amino-2-[(1r,3R,5R,7S)-3-hydroxyadamantan-1-yl]acetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrile",,,,
DB07466,,,3-[(2R)-2-(dihydroxyboranyl)-2-(2-phenylacetamido)ethyl]benzoic acid,,,,
DB07467,,,"4-chloro-N-[(2S)-2-methyl-2,3-dihydro-1H-indol-1-yl]-3-sulfamoylbenzamide",,,,
DB07468,,,"(3aS)-3a-hydroxy-5-methyl-1-phenyl-1H,2H,3H,3aH,4H-pyrrolo[2,3-b]quinolin-4-one",,,,
DB07469,,,"(3aS)-3a-hydroxy-7-methyl-1-phenyl-1H,2H,3H,3aH,4H-pyrrolo[2,3-b]quinolin-4-one",,,,
DB07470,,,"(3aS)-3a-hydroxy-1-phenyl-1H,2H,3H,3aH,4H-pyrrolo[2,3-b]quinolin-4-one",,,,
DB07471,,,"3-[(1R)-1-(2-chlorophenyl)ethoxy]-5-(5,6-dimethoxy-1H-1,3-benzodiazol-1-yl)thiophene-2-carboxamide",|,,,
DB07472,,,"(9bR)-9b-(3-methylphenyl)-2H,3H,5H,9bH-[1,3]thiazolo[2,3-a]isoindol-5-one",,,,
DB07473,,,"methyl (3R,9bR)-5-oxo-9b-phenyl-2H,3H,5H,9bH-[1,3]thiazolo[2,3-a]isoindole-3-carboxylate",,,,
DB07474,,,"3-[6-(1H-imidazol-1-yl)-4-methyl-1H-1,3-benzodiazol-2-yl]-4-{[(pyridin-2-yl)methyl]amino}-1,2-dihydropyridin-2-one",,,,
DB07476,,,N-(4-sulfamoylphenyl)-2-sulfanylbenzamide,||,,,
DB07477,,,"2-{[1,1'-biphenyl]-4-yl}acetic acid",||,,,
DB07478,,,"[1,1'-biphenyl]-3,4-diol",,,,
DB07479,,,"(2R,3R,4R)-1H,2H,3H,4H-benzo[c]phenanthrene-2,3,4-triol",,,,
DB07480,,,(4-{[4-(phosphonooxy)phenyl]methyl}phenoxy)phosphonic acid,,,,
DB07481,,,"tert-butyl N-({2-amino-4-oxo-3H,4H,7H-pyrrolo[2,3-d]pyrimidin-5-yl}methyl)carbamate",,,,
DB07482,,,[(2R)-1-[(2S)-pyrrolidine-2-carbonyl]pyrrolidin-2-yl]boronic acid,,,,
DB07483,,,"(R)-[1,1'-biphenyl]-2-sulfinic acid",,,,
DB07484,,,"(2R)-2-benzyl-4,4-dihydroxy-5-nitropentanoic acid",,,,
DB07485,,,4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,,,,
DB07486,,,"(2E)-3-{4-[(3-aminophenyl)sulfanyl]-2,3-bis(trifluoromethyl)phenyl}-1-(morpholin-4-yl)prop-2-en-1-one",,,,
DB07487,,,"{[(2S)-6-methyl-3,4-dihydro-2H-1-benzopyran-2-yl]methyl}phosphinate",,,,
DB07488,,,"(2Z)-5-(4-methoxybenzoyl)-2-[(4-methoxyphenyl)imino]-2,3-dihydro-1,3-thiazol-4-amine",,,,
DB07489,,,"4-amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium",,,,
DB07490,,,"2-[(1R)-1-(4-chlorophenyl)ethyl]-4,6-dinitrophenol",|||,,,
DB07491,,,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",,,,
DB07492,,,"2,2-dibromo-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",,,,
DB07493,,,"(Z)-5'-bromo-1',2'-dihydro-1H,3H-[2,3'-biindolylidene]-2',3-dione",,,,
DB07494,,,"(1R,3R,5S)-8,8-dimethyl-3-{tricyclo[9.4.0.0^{3,8}]pentadeca-1(11),3,5,7,12,14-hexaen-2-yloxy}-8-azabicyclo[3.2.1]octan-8-ium",,,,
DB07495,,,"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-(4-methoxyphenyl)-1H-pyrazole-3-carboxamide",,,,
DB07496,,,"1,3-diphenylurea",|,,,
DB07497,,,"5-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanal",||,,,
DB07498,,,"4-[3-(3-nitrophenyl)-1,2,4-oxadiazol-5-yl]butanoic acid",,,,
DB07499,,,"N-{4-[(diaminomethylidene)amino]butyl}-2-(1,3-thiazol-4-yl)-1,3-thiazole-4-carboxamide",,,,
DB07500,,,(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one,,,,
DB07501,,,(2S)-1-(4-{[5-bromo-4-(phenylamino)pyrimidin-2-yl]amino}phenoxy)-3-(dimethylamino)propan-2-ol,,,,
DB07502,,,"4-bromo-6-(6-hydroxy-1,2-benzoxazol-3-yl)benzene-1,3-diol",,,,
DB07503,,,"(5Z)-5-[(2,2-difluoro-2H-1,3-benzodioxol-5-yl)methylidene]-1,3-thiazolidine-2,4-dione",,,,
DB07504,,,"(2R)-1-(4-{[5-bromo-6-(phenylimino)-1,6-dihydropyrimidin-2-yl]amino}phenoxy)-3-(dimethylamino)propan-2-ol",,,,
DB07505,,,"N-{[(3R,4R)-4-[(benzyloxy)methyl]pyrrolidin-3-yl]methyl}-N-(2-methylpropyl)benzenesulfonamide",,,,
DB07506,,,(2R)-2-benzylbutanedioic acid,||,,,
DB07507,,,"2-{4-hydroxy-[1,1'-biphenyl]-3-yl}-4-methyl-2,3-dihydro-1H-isoindole-1,3-dione",,,,
DB07508,,,"4-[(5-benzenesulfonamido-1-methyl-1H-1,3-benzodiazol-2-yl)methyl]benzene-1-carboximidamide",,,,
DB07509,,,"12-(4-carboxybutyl)-2,2-difluoro-4-octyl-1lambda5,3-diaza-2-boratricyclo[7.3.0.0^{3,7}]dodeca-1(12),4,6,8,10-pentaen-1-ylium-2-uide",,,,
DB07510,,,"(2Z,4E)-3-fluoro-6-(4-fluorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid",,,,
DB07511,,,"4-(4-methyl-1,3-dioxo-2,3-dihydro-1H-isoindol-2-yl)benzonitrile",,,,
DB07512,,,7-[(3-chlorophenyl)methoxy]-2-oxo-2H-chromene-4-carbaldehyde,|,,,
DB07513,,,7-[(3-chlorophenyl)methoxy]-4-[(methylamino)methyl]-2H-chromen-2-one,,,,
DB07514,,,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethyl-2,3-dihydro-1H-indol-6-yl)-4-methyl-1,2-dihydropyridin-2-one",,,,
DB07515,,,"1-[2-({[(6R)-6-amino-2-methylpiperidin-3-yl]methyl}amino)ethyl]-6-chloro-3-{[2,2-difluoro-2-(pyridin-2-yl)ethyl]amino}-1,2-dihydropyrazin-2-ol",,,,
DB07516,,,"(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid",,,,
DB07517,,,2-(2-carboxyethyl)-4-methyl-5-propylfuran-3-carboxylic acid,,,,
DB07518,,,{[(2R)-2-ethylhexyl]oxy}sulfonic acid,,,,
DB07519,,,"(6R)-2-amino-6-(2-{3'-methoxy-[1,1'-biphenyl]-3-yl}ethyl)-3,6-dimethyl-3,4,5,6-tetrahydropyrimidin-4-one",,,,
DB07520,,,"(2R)-N-[1-(aminomethyl)cyclopropyl]-3-(morpholine-4-sulfonyl)-2-{[(1S)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]amino}propanamide",,,,
DB07521,,,"(3Z,6S)-6-chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2R)-piperidin-2-yl]ethyl}imino)piperazin-2-ol",,,,
DB07522,,,"N-[(2R,3S)-3-amino-2-hydroxy-4-phenylbutyl]naphthalene-2-sulfonamide",,,,
DB07524,,,"N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine",,,,
DB07525,,,"3-[(3-methoxyphenyl)methyl]-1H-pyrrolo[2,3-b]pyridine",,,,
DB07526,,,N-{4-[5-(dimethylamino)naphthalene-1-sulfonamido]butyl}-3-sulfanylpropanamide,,,,
DB07527,,,"N-[(2R,3S)-3-amino-2-hydroxy-4-phenylbutyl]-4-methoxy-2,3,6-trimethylbenzene-1-sulfonamide",,,,
DB07528,,,"3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]-1,2-dihydropyridin-2-one",,,,
DB07529,,,"(5E)-2-imino-5-[(pyridin-2-yl)methylidene]-1,3-thiazolidin-4-one",,,,
DB07530,,,"(1R,3R)-5-[(2E)-3-[(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl]prop-2-en-1-ylidene]cyclohexane-1,3-diol",|,,,
DB07531,,,"4-(5-{[(5Z)-2,4-dioxo-1,3-thiazolidin-5-ylidene]methyl}furan-2-yl)benzene-1-sulfonamide",,,,
DB07533,,,"4-(5-{[(5Z)-2-imino-4-oxo-1,3-thiazolidin-5-ylidene]methyl}furan-2-yl)-N-methylbenzene-1-sulfonamide",|,,,
DB07534,,,"4-(5-{[(5Z)-2-imino-4-oxo-1,3-thiazolidin-5-ylidene]methyl}furan-2-yl)benzene-1-sulfonamide",|,,,
DB07535,,,"2-amino-6-[2-(1H-indol-6-yl)ethyl]-3,4-dihydropyrimidin-4-one",,,,
DB07536,,,"(2S,3R)-N,3-dihydroxy-2-{[4-(2-{4-[(morpholin-4-yl)methyl]phenyl}ethynyl)phenyl]formamido}butanamide",,,,
DB07537,,,"N3-(6-aminopyridin-3-yl)-N1-(2-cyclopentylethyl)-4-methylbenzene-1,3-dicarboxamide",,,,
DB07538,,,"4-(5-{[(5Z)-2-imino-4-oxo-1,3-thiazolidin-5-ylidene]methyl}furan-2-yl)-2-(trifluoromethyl)benzene-1-sulfonamide",|,,,
DB07539,,,"4-(5-{[(5Z)-2-imino-4-oxo-1,3-thiazolidin-5-ylidene]methyl}furan-2-yl)benzoic acid",|,,,
DB07540,,,"4-(5-{1-[(5Z)-2-imino-4-oxo-1,3-thiazolidin-5-ylidene]ethyl}furan-2-yl)benzene-1-sulfonamide",,,,
DB07541,,,2-[4-(benzenesulfonyl)thiophene-2-sulfonamido]-4-(dihydroxyboranyl)benzoic acid,,,,
DB07542,,,"(2R,4S,5S)-5-amino-6-cyclohexyl-4-hydroxy-2-(2-methylpropyl)hexanoic acid",,,,
DB07543,,,(2S)-1-(9H-carbazol-4-yloxy)-3-[(propan-2-yl)amino]propan-2-ol,|,,,
DB07544,,,5-chloro-N'-[2-(trifluoromethyl)benzenesulfonyl]-1-benzofuran-2-carbohydrazide,,,,
DB07545,,,N-{3-[(4-{[3-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]phenyl}cyclopropanecarboxamide,|,,,
DB07546,,,2-[1-(6-{6-[(propan-2-yl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,,,,
DB07547,,,5-(4-cyanophenyl)-3-(2-methylbenzenesulfonamido)thiophene-2-carboxylic acid,,,,
DB07548,,,"2-(3-{[2,2-difluoro-2-(pyridin-2-yl)ethyl]amino}-6-methyl-2-oxo-1,2-dihydropyrazin-1-yl)-N-[(3-fluoropyridin-2-yl)methyl]acetamide",,,,
DB07549,,,"2-{[2,2-difluoro-2-(pyridin-1-ium-2-yl)ethyl]amino}-4-({[(3-fluoro-4-methylpyridin-2-yl)methyl]carbamoyl}methyl)-5-methyl-3-oxo-3,4-dihydropyrazin-1-ium",,,,
DB07550,,,"2-(2-{[5-chloro-4-({[(2-fluorophenyl)methyl]carbamoyl}methyl)-3-oxo-3,4-dihydropyrazin-2-yl]amino}-1,1-difluoroethyl)pyridin-1-ium-1-olate",,,,
DB07551,,,"2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",|||,,,
DB07552,,,"(2R)-2-{[4-chloro-6-(ethylimino)-1,6-dihydro-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",|||,,,
DB07553,,,"9,9,9-trifluoro-8-oxo-N-phenylnonanamide",||||||,,,
DB07555,,,"trimethyl({2-[(1S)-2,2,2-trifluoro-1-{2-[hydroxy(oxo)azaniumyl]phenyl}ethoxy]ethyl})arsanium",,,,
DB07556,,,(2R)-N-hydroxy-3-methyl-2-{N-[(pyridin-3-yl)methyl]4-methoxybenzenesulfonamido}butanamide,||||||||||||,,,
DB07557,,,"(1S,3aS,3bR,5aR,9aS,9bS,11aS)-1-acetyl-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-7-one",|||,,,
DB07558,,,(2S)-2-[(2S)-2-acetamido-4-methylpentanamido]-4-methyl-N-[(2S)-1-oxohexan-2-yl]pentanamide,,,,
DB07559,,,"(2Z)-2-cyano-N-{2,2'-dichloro-[1,1'-biphenyl]-4-yl}-3-hydroxybut-2-enamide",,,,
DB07560,,,(2S)-2-(cyclohexylformamido)-3-methyl-N-(pyridin-4-yl)butanamide,,,,
DB07561,,,"(2Z)-2-cyano-N-{3'-ethoxy-[1,1'-biphenyl]-4-yl}-3-hydroxybut-2-enamide",,,,
DB07562,,,"N4-[4-(2,4-dimethyl-1,3-thiazol-5-yl)pyrimidin-2-yl]-N1,N1-dimethylbenzene-1,4-diamine",|,,,
DB07563,,,"1-(7-cyclohexyl-6-{[4-(4-methylpiperazin-1-yl)phenyl]methyl}-7H-pyrrolo[2,3-d]pyrimidin-2-yl)methanamine",,,,
DB07564,,,"6-amino-2-{[2-(morpholin-4-yl)ethyl]amino}-3H,7H,8H-imidazo[4,5-g]quinazolin-8-one",,,,
DB07565,,,"4-[(2R,3R)-2-(2,2-dichloroacetamido)-3-hydroxy-3-(4-nitrophenyl)propoxy]-4-oxobutanoic acid",,,,
DB07567,,,"(2R,3R,4S)-3-(4-hydroxyphenyl)-4-methyl-2-{4-[2-(pyrrolidin-1-yl)ethoxy]phenyl}-3,4-dihydro-2H-1-benzopyran-6-ol",,,,
DB07568,,,"(2S)-2-(2,1,3-benzothiadiazole-4-sulfonamido)-2-phenyl-N-(pyridin-4-yl)acetamide",,,,
DB07569,,,"(2S)-4-(methylsulfanyl)-N-(pyridin-4-yl)-2-{[(1s,4s)-4-methylcyclohexyl]formamido}butanamide",,,,
DB07570,,,3-cyclohexyl-1-[2-(morpholin-4-yl)-2-oxoethyl]-2-phenyl-1H-indole-6-carboxylic acid,,,,
DB07571,,,"benzyl N-[(1S)-1-{[(2S,3S)-3-hydroxy-1-(4-hydroxyphenyl)butan-2-yl]carbamoyl}-3-methylbutyl]carbamate",,,,
DB07572,,,3-(4-methylbenzenesulfonamido)propyl N-(pyridin-4-yl)carbamate,,,,
DB07573,,,"(2S)-1-(2,5-dimethylphenoxy)-3-(morpholin-4-yl)propan-2-ol",,,,
DB07574,,,"2-sulfanyl-N-[(10S)-3,4,5,14-tetramethoxy-13-oxotricyclo[9.5.0.0^{2,7}]hexadeca-1(16),2(7),3,5,11,14-hexaen-10-yl]acetamide",||||,,,
DB07575,,,"(2S,4S)-2,4-diamino-1,5-diphenylpentan-3-ol",,,,
DB07577,,,"6-ethyl-5-phenylpyrimidine-2,4-diamine",|,,,
DB07578,,,"3-[(4-{2-methyl-1H-imidazo[4,5-c]pyridin-1-yl}phenyl)methyl]-2,3-dihydro-1,3-benzothiazol-2-one",,,,
DB07579,,,"5-({[2-({[(2-carboxy-2-methyl-1,3-dioxan-5-yl)oxy]carbonyl}amino)ethyl]carbamoyl}oxy)-2-methyl-1,3-dioxane-2-carboxylic acid",,,,
DB07580,,,"(2s,5s)-2-methyl-5-[4-({[(2s,5s)-2-carboxy-2-methyl-1,3-dioxan-5-yl]oxy}carbonyl)piperazine-1-carbonyloxy]-1,3-dioxane-2-carboxylic acid",,,,
DB07581,,,"(2S,4S,5S)-5-amino-6-cyclohexyl-4-hydroxy-2-(propan-2-yl)hexanoic acid",,,,
DB07582,,,"N-[(2R,3S)-1-[(2S)-2-[(cyclopentylcarbamoyl)amino]-3-methylbutanoyl]-2-(1-formylcyclobutyl)pyrrolidin-3-yl]cyclopropanecarboxamide",|,,,
DB07583,,,"N-{[(2S,4R)-4-[(4-chlorophenyl)methoxy]pyrrolidin-2-yl]methyl}isoquinoline-5-sulfonamide",|,,,
DB07584,,,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",|,,,
DB07585,,,"5-chloro-4-{1H,4H,5H,6H,7H-imidazo[4,5-c]pyridin-5-yl}-7H-pyrrolo[2,3-d]pyrimidine",|,,,
DB07586,,,"N4'-hydroxy-N3,N3-dimethyl-5-(4-methylbenzamido)-[1,1'-biphenyl]-3,4'-dicarboxamide",,,,
DB07587,,,"(2R)-N-(1-cyanocyclopropyl)-3-{[(2S)-5-oxopyrrolidin-2-yl]methanesulfonyl}-2-{[(1S)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]amino}propanamide",,,,
DB07588,,,"3,4-bis(1H-indol-3-yl)-1H-pyrrole-2,5-dicarboxylic acid",,,,
DB07589,,,"(2R)-N-[1-(aminomethyl)cyclopropyl]-3-phenylmethanesulfonyl-2-{[(1S)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]amino}propanamide",,,,
DB07590,,,"(2R)-2-amino-3-{[3-(3,4-dichlorophenyl)-3-oxopropyl]sulfanyl}propanoic acid",,,,
DB07591,,,"N'-cyclopentyl-N-(1,3-thiazol-2-yl)ethanediamide",,,,
DB07592,,,(2R)-3-methyl-1-phenylbutan-2-yl N-[(2S)-1-oxohexan-2-yl]carbamate,,,,
DB07593,,,1-benzylcyclopentyl N-[(2S)-1-oxohexan-2-yl]carbamate,|,,,
DB07594,,,"4-[4-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-methyl-1H-pyrazol-5-yl]-6-ethylbenzene-1,3-diol",|,,,
DB07595,,,"5-(3-bromophenyl)-7-{[(pyridin-4-yl)methyl]amino}-1H-8lambda5-pyrazolo[1,5-a]pyrimidin-8-ylium",,,,
DB07596,,,"(1R,3aS,3bS,9bS,11aR)-1-(cyanomethyl)-8-methoxy-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-yl sulfamate",,,,
DB07597,,,"(1R,2S)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol",,,,
DB07598,,,"(12R)-4,7,11-trioxa-16-azatetracyclo[8.7.0.0^{3,8}.0^{12,16}]heptadeca-1(10),2,8-trien-17-one",,,,
DB07599,,,"{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]methyl}boronic acid",,,,
DB07601,,,"4-chloro-6-(5-{[2-(morpholin-4-yl)ethyl]amino}-1,2-benzoxazol-3-yl)benzene-1,3-diol",,,,
DB07602,,,(2R)-2-amino-3-[(2-{[4-(phenylamino)quinazolin-6-yl]carbamoyl}ethyl)sulfanyl]propanoic acid,,,,
DB07604,,,"(2R,3S,9R)-5-acetyl-6-hydroxy-8,8-dimethyl-7,16-diazapentacyclo[9.6.1.0^{2,9}.0^{3,7}.0^{15,18}]octadeca-1(17),5,11(18),12,14-pentaen-4-one",,,,
DB07605,,,"2-{4-[(5-chloro-1H-indol-2-yl)sulfonyl]piperazine-1-carbonyl}thieno[3,2-b]pyridin-4-ium-4-olate",,,,
DB07606,,,"6-[(3,4-dihydroxyphenyl)methyl]-3-ethyl-1-(2,4,6-trichlorophenyl)-1H,4H,5H-pyrazolo[3,4-d]pyrimidin-4-one",,,,
DB07607,,,4-[5-(3-iodophenyl)-2-{4-[(R)-methanesulfinyl]phenyl}-1H-imidazol-4-yl]pyridine,,,,
DB07608,,,N-{5-[(2S)-4-amino-2-(3-chlorophenyl)butanamido]-1H-indazol-3-yl}benzamide,,,,
DB07609,,,dimethyl({[5-(pyridin-3-yl)furan-2-yl]methyl})amine,,,,
DB07610,,,"naphthalene-1,2-diol",,,,
DB07611,,,decane-1-thiol,,,,
DB07612,,,6-(3-aminophenyl)-N-tert-butyl-2-(trifluoromethyl)quinazolin-4-amine,,,,
DB07613,,,"3-phenyl-5-(1H-pyrazol-3-yl)-1,2-oxazole",,,,
DB07614,,,"2-phenyl-5-(1H-pyrazol-3-yl)-1,3-thiazole",,,,
DB07615,,,"2-[(2E)-3-(3,4-dimethoxyphenyl)prop-2-enamido]benzoic acid",||,|,,
DB07616,,,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid",,,,
DB07617,,,methyl({[5-(pyridin-3-yl)furan-2-yl]methyl})amine,,,,
DB07618,,,"2-[4-(aminomethyl)piperidin-1-yl]-N-{3-cyclohexyl-4-oxo-2H,4H-indeno[1,2-c]pyrazol-5-yl}acetamide",,,,
DB07619,,,"N-cyclopropyl-N-[(1r,4r)-4-(pyridin-3-yl)cyclohexyl]-4-[(2S)-1,1,1-trifluoro-2-hydroxypropan-2-yl]benzamide",,,,
DB07620,,,"1,5-dichloro-2-[2,6-dinitro-4-(trifluoromethyl)benzenesulfonyl]-4-methylbenzene",|,,,
DB07621,,,1-[5-(pyridin-3-yl)furan-2-yl]methanamine,|,,,
DB07622,,,"3-[3-(2,4-dimethyl-1,3-thiazol-5-yl)-4-oxo-2H,4H-indeno[1,2-c]pyrazol-5-yl]-1-(4-methylpiperazin-1-yl)urea",,,,
DB07623,,,4-(pyridin-4-yldisulfanyl)pyridine,,,,
DB07624,,,"1-{[(3R)-3-methyl-4-{4-[(2S)-1,1,1-trifluoro-2-hydroxypropan-2-yl]benzenesulfonyl}piperazin-1-yl]methyl}cyclopropane-1-carboxamide",,,,
DB07625,,,"4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide",,,,
DB07626,,,"4-(2-aminoethoxy)-N-[3-chloro-2-ethoxy-5-(piperidin-1-yl)phenyl]-3,5-dimethylbenzamide",,,,
DB07627,,,"(2S)-N-[(3S,5S)-5-hydroxyoxolan-3-yl]-4-methyl-2-[(phenylcarbamothioyl)amino]pentanamide",,,,
DB07628,,,"10-[(2-fluorophenyl)methyl]-4,7-dimethyl-3-thia-7,10,11-triazatricyclo[6.4.0.0^{2,6}]dodeca-1(8),2(6),4,11-tetraen-9-one",,,,
DB07629,,,"5-chloro-N-[(1S,2R)-2-{5-methyl-4H,5H,6H,7H-[1,3]thiazolo[5,4-c]pyridine-2-amido}cyclohexyl]-1H-indole-2-carboxamide",,,,
DB07630,,,"5-chloro-N-[(1R,2R)-2-{5-methyl-4H,5H,6H,7H-[1,3]thiazolo[5,4-c]pyridine-2-amido}cyclohexyl]-1H-indole-2-carboxamide",,,,
DB07631,,,2-(dodecyldimethylazaniumyl)acetate,,,,
DB07632,,,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",,,,
DB07633,,,"(2S,3S,4R,5S,6S)-2-{[(2R,3R,5R,6R)-5-hydroxy-6-(hydroxymethyl)-2-(octyloxy)oxan-3-yl]oxy}-6-methyloxane-3,4,5-triol",,,,
DB07634,,,"2-(2,6-dimethylphenoxy)acetic acid",,,,
DB07635,,,4-(4-hydroxybenzoyl)phenol,,,,
DB07636,,,"5-heptyl-4-hydroxy-6,7-dihydro-1,3-benzothiazole-6,7-dione",||||,,,
DB07637,,,"(2S)-2-amino-3-(3,5-dibromo-4-hydroxyphenyl)propanoic acid",,,,
DB07638,,,"(2R,6S,7R)-4,4-difluoro-7-(4-hydroxyphenyl)-8-oxatricyclo[7.4.0.0^{2,6}]trideca-1(9),10,12-trien-12-ol",|,,,
DB07639,,,ethyl 3-[7-(diaminomethyl)naphthalen-2-yl]-2-[4-(pyrrolidin-3-yloxy)phenyl]propanoate,,,,
DB07640,,,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",|,,,
DB07641,,,1-(dimethylphosphoryl)decane,,,,
DB07642,,,"5-({1-[(2-fluorophenyl)methyl]piperidin-4-yl}methoxy)quinazoline-2,4-diamine",,,,
DB07643,,,"5-({1-[(2,3-dichlorophenyl)methyl]piperidin-4-yl}methoxy)quinazoline-2,4-diamine",,,,
DB07644,,,"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine",,,,
DB07645,,,decanedioic acid,|,,,
DB07646,,,"N,N-dimethylundecanamine oxide",|||,,,
DB07647,,,"(2R)-1-({5,6-diphenyl-7H-pyrrolo[2,3-d]pyrimidin-4-yl}amino)propan-2-ol",,,,
DB07648,,,"(2R)-3-({5,6-diphenyl-7H-pyrrolo[2,3-d]pyrimidin-4-yl}amino)propane-1,2-diol",,,,
DB07649,,,"(3R,4S)-1-({4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl}methyl)-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol",,,,
DB07650,,,decyl formate,,,,
DB07651,,,({4-[(2S)-2-carbamoyl-2-[(2S)-2-acetamido-3-phenylpropanamido]ethyl]phenyl}difluoromethyl)phosphonic acid,,,,
DB07652,,,"{[(2R,3S,5R)-5-(2,4-difluoro-5-methylphenyl)-3-hydroxyoxolan-2-yl]methoxy}phosphonic acid",|,,,
DB07653,,,"2-({5,6-diphenylfuro[2,3-d]pyrimidin-4-yl}amino)acetic acid",,,,
DB07654,,,"2-({5,6-diphenylfuro[2,3-d]pyrimidin-4-yl}(methyl)amino)ethan-1-ol",,,,
DB07655,,,"2-({5,6-diphenyl-7H-pyrrolo[2,3-d]pyrimidin-4-yl}amino)ethan-1-ol",,,,
DB07657,,,{[(2R)-2-dodecanamidohexyl]oxy}(2-hydroxyethoxy)phosphinic acid,,,,
DB07658,,,[(1R)-5-amino-1-{[(2S)-1-[(2R)-2-acetamido-3-phenylpropanoyl]pyrrolidin-2-yl]formamido}pentyl]boronic acid,,,,
DB07659,,,[(1R)-6-amino-1-{[(2S)-1-[(2R)-2-acetamido-3-phenylpropanoyl]pyrrolidin-2-yl]formamido}hexyl]boronic acid,,,,
DB07660,,,[(1R)-4-amino-1-{[(2S)-1-[(2R)-2-acetamido-3-phenylpropanoyl]pyrrolidin-2-yl]formamido}butyl]boronic acid,,,,
DB07661,,,"naphthalene-1,6-diol",,,,
